policy_id,customer_age,region_code,region_density,subscription_length,property_age,property_value,property_type,coverage_amount,claim_date,claim_type,claim_amount,deductible_met,year,month,year_month
POL009384,52,C10,73430,0.9,19,694000,Single-Family,658000,2021-10-11,Liability,10894.86,True,2021,10,2021-10
POL033938,43,C8,8794,3.7,31,315000,Condo,306000,2021-10-02,Wind/Hail,4613.74,True,2021,10,2021-10
POL005095,50,C13,5410,10.4,31,434000,Single-Family,391000,2021-10-07,Theft,3041.41,True,2021,10,2021-10
POL001839,40,C14,7788,1.9,38,234000,Single-Family,218000,2021-10-24,Fire (Non-Wildfire),19565.97,True,2021,10,2021-10
POL008537,48,C5,34738,0.9,18,308000,Townhouse,306000,2021-10-22,Liability,2190.49,True,2021,10,2021-10
POL002550,40,C7,6112,7.8,31,280000,Duplex,254000,2021-10-01,Water Damage,9251.2,True,2021,10,2021-10
POL058589,48,C14,7788,12.0,32,283000,Single-Family,269000,2021-10-15,Theft,1130.89,True,2021,10,2021-10
POL002878,40,C8,8794,4.9,18,269000,Single-Family,218000,2021-10-25,Water Damage,17342.96,True,2021,10,2021-10
POL002656,43,C2,27003,8.8,20,310000,Condo,305000,2021-10-16,Liability,11233.73,True,2021,10,2021-10
POL032846,48,C2,27003,3.7,2,355000,Single-Family,305000,2021-10-03,Theft,2088.23,True,2021,10,2021-10
POL031402,36,C15,290,4.7,28,378000,Condo,308000,2021-10-11,Wind/Hail,9786.23,True,2021,10,2021-10
POL052693,56,C8,8794,3.9,48,327000,Condo,279000,2021-11-16,Theft,1854.87,True,2021,11,2021-11
POL054502,44,C2,27003,12.0,22,311000,Condo,286000,2021-11-07,Water Damage,11457.97,True,2021,11,2021-11
POL012489,57,C2,27003,10.2,34,315000,Single-Family,259000,2021-11-25,Water Damage,7248.57,True,2021,11,2021-11
POL043699,46,C14,7788,0.1,41,271000,Single-Family,224000,2021-11-03,Wind/Hail,4294.14,True,2021,11,2021-11
POL033962,39,C3,4076,5.5,30,399000,Single-Family,355000,2021-11-05,Water Damage,12373.42,True,2021,11,2021-11
POL004864,39,C8,8794,4.9,7,372000,Single-Family,355000,2021-11-17,Liability,5786.53,True,2021,11,2021-11
POL006670,48,C8,8794,10.5,21,220000,Single-Family,205000,2021-11-20,Water Damage,6885.28,True,2021,11,2021-11
POL043700,45,C3,4076,3.0,21,354000,Single-Family,300000,2021-11-27,Theft,1667.89,True,2021,11,2021-11
POL040931,36,C8,8794,8.7,26,261000,Single-Family,237000,2021-11-24,Other,1150.09,True,2021,11,2021-11
POL006240,35,C13,5410,4.1,8,472000,Single-Family,410000,2021-11-19,Water Damage,11077.11,True,2021,11,2021-11
POL009741,40,C3,4076,6.6,24,342000,Condo,316000,2021-11-07,Water Damage,5111.26,True,2021,11,2021-11
POL021336,37,C2,27003,4.5,27,307000,Single-Family,290000,2021-11-19,Liability,10659.79,True,2021,11,2021-11
POL030572,38,C2,27003,0.9,10,476000,Condo,468000,2021-11-14,Water Damage,9570.73,True,2021,11,2021-11
POL054751,41,C5,34738,1.8,1,463000,Condo,444000,2021-11-15,Wind/Hail,4781.43,True,2021,11,2021-11
POL032844,55,C5,34738,2.4,17,558000,Single-Family,474000,2021-11-13,Water Damage,11720.42,True,2021,11,2021-11
POL021211,52,C8,8794,4.6,12,134000,Single-Family,115000,2021-11-05,Theft,3198.01,True,2021,11,2021-11
POL017439,53,C3,4076,9.0,7,433000,Single-Family,374000,2021-11-04,Theft,981.19,False,2021,11,2021-11
POL010907,35,C1,4990,5.2,34,260000,Single-Family,233000,2021-11-11,Water Damage,8226.29,True,2021,11,2021-11
POL010412,58,C8,8794,0.1,16,378000,Single-Family,373000,2021-11-03,Liability,11767.5,True,2021,11,2021-11
POL008908,45,C3,4076,10.7,28,197000,Condo,169000,2021-11-14,Fire (Non-Wildfire),26462.11,True,2021,11,2021-11
POL031247,37,C2,27003,10.6,19,238000,Townhouse,207000,2021-11-18,Theft,1056.79,True,2021,11,2021-11
POL042608,40,C15,290,0.9,41,276000,Condo,261000,2021-11-08,Water Damage,4720.26,True,2021,11,2021-11
POL007932,35,C12,34791,1.9,6,344000,Townhouse,342000,2021-11-01,Water Damage,9516.19,True,2021,11,2021-11
POL003219,49,C13,5410,12.4,10,321000,Townhouse,314000,2021-11-09,Wind/Hail,3595.47,True,2021,11,2021-11
POL019655,44,C14,7788,4.7,36,345000,Single-Family,329000,2021-11-27,Wind/Hail,7215.92,True,2021,11,2021-11
POL016862,43,C5,34738,2.5,31,438000,Condo,419000,2021-11-16,Liability,13756.42,True,2021,11,2021-11
POL032258,47,C2,27003,0.2,36,135000,Single-Family,134000,2021-11-16,Water Damage,6336.93,True,2021,11,2021-11
POL017889,44,C15,290,2.5,28,173000,Single-Family,158000,2021-11-04,Water Damage,8266.24,True,2021,11,2021-11
POL018237,36,C6,13051,5.2,27,419000,Single-Family,378000,2021-11-21,Liability,7131.47,True,2021,11,2021-11
POL039395,39,C8,8794,2.0,21,393000,Single-Family,336000,2021-11-16,Water Damage,7056.46,True,2021,11,2021-11
POL003407,42,C6,13051,10.9,31,462000,Single-Family,450000,2021-11-04,Water Damage,14970.23,True,2021,11,2021-11
POL003310,38,C8,8794,10.6,3,454000,Single-Family,441000,2021-11-19,Theft,2943.07,True,2021,11,2021-11
POL002629,40,C5,34738,6.7,17,469000,Duplex,416000,2021-11-18,Wind/Hail,8635.05,True,2021,11,2021-11
POL052601,50,C3,4076,1.9,38,100000,Single-Family,89000,2021-11-14,Wind/Hail,5173.71,True,2021,11,2021-11
POL028032,43,C8,8794,1.8,3,436000,Townhouse,394000,2021-11-26,Water Damage,5540.27,True,2021,11,2021-11
POL028782,50,C13,5410,2.9,9,375000,Single-Family,345000,2021-11-03,Wind/Hail,8631.42,True,2021,11,2021-11
POL046371,49,C12,34791,10.8,19,522000,Single-Family,505000,2021-11-03,Water Damage,7906.35,True,2021,11,2021-11
POL056321,48,C8,8794,2.9,41,341000,Single-Family,335000,2021-11-06,Water Damage,6526.94,True,2021,11,2021-11
POL004955,48,C8,8794,8.0,29,407000,Single-Family,375000,2021-11-04,Fire (Non-Wildfire),32367.79,True,2021,11,2021-11
POL057830,35,C7,6112,6.4,33,365000,Single-Family,311000,2021-11-15,Theft,2922.87,True,2021,11,2021-11
POL001174,39,C9,17804,3.6,19,335000,Single-Family,287000,2021-11-21,Liability,4050.54,True,2021,11,2021-11
POL034828,37,C13,5410,5.1,5,462000,Single-Family,393000,2021-11-04,Water Damage,10707.52,True,2021,11,2021-11
POL031690,41,C8,8794,5.3,44,315000,Single-Family,255000,2021-11-13,Water Damage,8193.59,True,2021,11,2021-11
POL030808,40,C8,8794,11.1,21,285000,Townhouse,255000,2021-11-24,Liability,11737.66,True,2021,11,2021-11
POL044891,40,C8,8794,6.3,17,358000,Condo,344000,2021-11-09,Wind/Hail,5847.73,True,2021,11,2021-11
POL003293,39,C2,27003,3.1,40,285000,Single-Family,240000,2021-11-23,Liability,6881.46,True,2021,11,2021-11
POL008103,38,C8,8794,7.5,8,444000,Single-Family,385000,2021-11-09,Theft,1697.7,True,2021,11,2021-11
POL024957,49,C3,4076,2.5,27,420000,Townhouse,413000,2021-12-16,Liability,11093.55,True,2021,12,2021-12
POL008379,56,C2,27003,11.3,19,461000,Single-Family,433000,2021-12-16,Theft,2407.91,True,2021,12,2021-12
POL040240,40,C14,7788,11.1,21,257000,Single-Family,214000,2021-12-11,Water Damage,7747.53,True,2021,12,2021-12
POL005328,40,C10,73430,8.4,36,721000,Single-Family,588000,2021-12-09,Water Damage,5225.25,True,2021,12,2021-12
POL049593,37,C3,4076,12.1,4,174000,Single-Family,155000,2021-12-19,Water Damage,14998.33,True,2021,12,2021-12
POL016958,35,C13,5410,1.7,28,279000,Single-Family,241000,2021-12-28,Water Damage,10489.7,True,2021,12,2021-12
POL005370,44,C2,27003,12.2,28,384000,Single-Family,330000,2021-12-07,Liability,10340.56,True,2021,12,2021-12
POL049257,40,C9,17804,5.1,44,431000,Single-Family,360000,2021-12-15,Water Damage,9360.03,True,2021,12,2021-12
POL036977,52,C8,8794,10.7,39,225000,Single-Family,187000,2021-12-06,Water Damage,6757.18,True,2021,12,2021-12
POL009056,39,C13,5410,3.2,32,302000,Single-Family,253000,2021-12-21,Liability,8811.91,True,2021,12,2021-12
POL012978,47,C13,5410,11.1,33,328000,Single-Family,294000,2021-12-20,Theft,2322.64,True,2021,12,2021-12
POL000675,43,C1,4990,12.2,14,260000,Townhouse,244000,2021-12-07,Water Damage,10066.37,True,2021,12,2021-12
POL031446,39,C11,6108,7.4,31,241000,Condo,215000,2021-12-04,Theft,2535.43,True,2021,12,2021-12
POL009837,35,C7,6112,2.9,29,357000,Single-Family,328000,2021-12-17,Water Damage,9180.17,True,2021,12,2021-12
POL030636,56,C8,8794,10.6,1,135000,Condo,124000,2021-12-05,Wind/Hail,9781.55,True,2021,12,2021-12
POL039303,44,C10,73430,2.8,24,701000,Single-Family,596000,2021-12-08,Water Damage,12789.81,True,2021,12,2021-12
POL057536,41,C7,6112,0.9,13,282000,Townhouse,227000,2021-12-02,Theft,2519.94,True,2021,12,2021-12
POL007113,36,C8,8794,1.5,1,429000,Single-Family,422000,2021-12-04,Theft,1476.54,True,2021,12,2021-12
POL047324,44,C10,73430,5.5,9,590000,Single-Family,544000,2021-12-20,Water Damage,11081.05,True,2021,12,2021-12
POL031923,45,C8,8794,0.3,17,212000,Single-Family,200000,2021-12-19,Theft,2721.84,True,2021,12,2021-12
POL034087,59,C13,5410,12.4,11,377000,Duplex,338000,2021-12-07,Fire (Non-Wildfire),50755.84,True,2021,12,2021-12
POL052841,45,C2,27003,12.1,56,408000,Single-Family,334000,2021-12-26,Water Damage,11931.47,True,2021,12,2021-12
POL039472,46,C5,34738,2.2,52,380000,Single-Family,378000,2021-12-10,Water Damage,5437.46,True,2021,12,2021-12
POL011752,40,C14,7788,8.6,31,100000,Single-Family,98000,2021-12-21,Theft,4028.37,True,2021,12,2021-12
POL000342,39,C8,8794,0.9,38,322000,Townhouse,290000,2021-12-24,Liability,14259.87,True,2021,12,2021-12
POL018726,54,C8,8794,2.8,1,205000,Single-Family,179000,2021-12-28,Fire (Non-Wildfire),34766.56,True,2021,12,2021-12
POL004427,63,C14,7788,11.0,18,428000,Single-Family,415000,2021-12-18,Water Damage,16363.6,True,2021,12,2021-12
POL035683,42,C10,73430,0.8,33,316000,Single-Family,268000,2021-12-03,Water Damage,8833.45,True,2021,12,2021-12
POL051033,41,C8,8794,2.8,56,380000,Single-Family,368000,2021-12-12,Liability,8222.62,True,2021,12,2021-12
POL039838,52,C11,6108,11.2,15,445000,Condo,394000,2021-12-08,Theft,2944.35,True,2021,12,2021-12
POL047942,54,C5,34738,11.4,18,589000,Townhouse,523000,2021-12-23,Theft,4189.1,True,2021,12,2021-12
POL011046,45,C5,34738,1.4,23,409000,Single-Family,406000,2021-12-05,Water Damage,5325.16,True,2021,12,2021-12
POL027344,41,C3,4076,6.9,29,451000,Single-Family,416000,2021-12-26,Theft,2774.19,True,2021,12,2021-12
POL000690,40,C13,5410,5.4,23,239000,Townhouse,210000,2021-12-24,Liability,11594.81,True,2021,12,2021-12
POL050919,37,C13,5410,10.2,39,258000,Single-Family,238000,2021-12-18,Fire (Non-Wildfire),15529.85,True,2021,12,2021-12
POL004053,47,C8,8794,0.1,26,272000,Condo,226000,2021-12-09,Water Damage,5685.96,True,2021,12,2021-12
POL048297,36,C9,17804,7.5,26,275000,Condo,238000,2021-12-12,Theft,3615.05,True,2021,12,2021-12
POL048895,43,C14,7788,1.7,1,244000,Condo,215000,2021-12-05,Theft,2081.21,True,2021,12,2021-12
POL005165,45,C2,27003,10.5,34,464000,Townhouse,454000,2021-12-05,Theft,2556.78,True,2021,12,2021-12
POL014352,43,C8,8794,9.1,2,287000,Single-Family,241000,2021-12-10,Liability,13843.31,True,2021,12,2021-12
POL040703,45,C1,4990,11.3,34,285000,Condo,247000,2021-12-03,Water Damage,2332.09,True,2021,12,2021-12
POL025888,40,C8,8794,0.2,24,202000,Single-Family,169000,2021-12-28,Liability,14945.13,True,2021,12,2021-12
POL033853,35,C2,27003,12.1,1,267000,Single-Family,235000,2021-12-13,Liability,6335.3,True,2021,12,2021-12
POL041566,39,C5,34738,10.7,37,427000,Single-Family,367000,2021-12-25,Theft,1765.33,True,2021,12,2021-12
POL044025,60,C9,17804,5.7,25,384000,Single-Family,321000,2021-12-12,Wind/Hail,8953.4,True,2021,12,2021-12
POL046926,36,C9,17804,1.0,44,331000,Single-Family,312000,2021-12-12,Water Damage,11819.16,True,2021,12,2021-12
POL049868,41,C3,4076,5.7,30,123000,Condo,117000,2021-12-20,Liability,6105.47,True,2021,12,2021-12
POL035145,45,C13,5410,6.1,33,405000,Single-Family,356000,2021-12-04,Water Damage,4794.07,True,2021,12,2021-12
POL038031,43,C3,4076,0.8,53,232000,Single-Family,191000,2021-12-13,Liability,15172.22,True,2021,12,2021-12
POL034775,45,C2,27003,3.4,25,362000,Condo,335000,2021-12-08,Water Damage,5239.07,True,2021,12,2021-12
POL049889,45,C3,4076,12.3,3,221000,Single-Family,207000,2021-12-23,Liability,15955.75,True,2021,12,2021-12
POL015048,43,C8,8794,11.4,29,229000,Condo,192000,2021-12-10,Liability,6462.53,True,2021,12,2021-12
POL041534,49,C8,8794,10.5,27,341000,Condo,305000,2022-01-23,Water Damage,10762.92,True,2022,1,2022-01
POL007831,43,C8,8794,11.4,45,409000,Condo,387000,2022-01-22,Wind/Hail,7142.49,True,2022,1,2022-01
POL058322,49,C8,8794,11.0,5,440000,Single-Family,434000,2022-01-10,Water Damage,9514.0,True,2022,1,2022-01
POL050307,43,C5,34738,5.2,53,492000,Single-Family,466000,2022-01-02,Theft,1530.68,True,2022,1,2022-01
POL016010,35,C19,27742,11.5,32,399000,Single-Family,351000,2022-01-08,Liability,15742.01,True,2022,1,2022-01
POL045802,40,C5,34738,3.6,35,513000,Condo,451000,2022-01-28,Wind/Hail,5176.27,True,2022,1,2022-01
POL007135,47,C3,4076,0.5,24,348000,Single-Family,335000,2022-01-15,Wind/Hail,5209.54,True,2022,1,2022-01
POL043342,54,C5,34738,7.2,27,274000,Single-Family,245000,2022-01-10,Liability,13716.25,True,2022,1,2022-01
POL000255,50,C10,73430,1.5,6,478000,Single-Family,449000,2022-01-02,Water Damage,9351.26,True,2022,1,2022-01
POL030685,36,C8,8794,4.8,19,311000,Single-Family,257000,2022-01-07,Theft,1767.69,True,2022,1,2022-01
POL020145,36,C10,73430,0.4,36,390000,Single-Family,386000,2022-01-28,Liability,3457.2,True,2022,1,2022-01
POL013655,35,C8,8794,6.9,10,447000,Single-Family,408000,2022-01-22,Wind/Hail,6251.64,True,2022,1,2022-01
POL036513,46,C8,8794,10.7,31,201000,Duplex,182000,2022-01-22,Liability,9362.9,True,2022,1,2022-01
POL051806,35,C10,73430,6.5,6,262000,Single-Family,220000,2022-01-21,Water Damage,8430.18,True,2022,1,2022-01
POL007753,39,C8,8794,6.2,14,378000,Single-Family,333000,2022-01-09,Liability,10433.08,True,2022,1,2022-01
POL022534,35,C10,73430,8.4,40,618000,Condo,503000,2022-01-14,Water Damage,8858.16,True,2022,1,2022-01
POL032958,35,C5,34738,5.1,26,411000,Single-Family,394000,2022-01-03,Theft,1095.98,True,2022,1,2022-01
POL029831,37,C2,27003,0.4,32,406000,Single-Family,378000,2022-01-16,Water Damage,7845.02,True,2022,1,2022-01
POL043130,40,C14,7788,12.1,15,275000,Single-Family,236000,2022-01-19,Wind/Hail,4854.67,True,2022,1,2022-01
POL024460,56,C8,8794,8.7,34,345000,Condo,335000,2022-01-27,Water Damage,8873.72,True,2022,1,2022-01
POL021731,47,C10,73430,7.9,40,554000,Townhouse,532000,2022-01-10,Water Damage,7538.22,True,2022,1,2022-01
POL036264,45,C3,4076,5.1,23,252000,Duplex,246000,2022-01-01,Wind/Hail,6850.29,True,2022,1,2022-01
POL019945,36,C8,8794,11.7,49,245000,Single-Family,242000,2022-01-07,Water Damage,500.0,False,2022,1,2022-01
POL031619,44,C8,8794,11.4,53,176000,Condo,152000,2022-01-13,Theft,1560.58,True,2022,1,2022-01
POL044199,36,C12,34791,0.7,36,537000,Single-Family,506000,2022-01-12,Theft,2944.91,True,2022,1,2022-01
POL056088,46,C10,73430,3.8,49,601000,Single-Family,560000,2022-01-23,Water Damage,6815.42,True,2022,1,2022-01
POL012089,49,C2,27003,0.8,16,310000,Single-Family,295000,2022-01-22,Water Damage,13574.72,True,2022,1,2022-01
POL028945,44,C17,65567,3.7,9,778000,Single-Family,636000,2022-01-26,Water Damage,10791.09,True,2022,1,2022-01
POL014185,40,C14,7788,11.0,7,346000,Single-Family,299000,2022-01-18,Theft,2720.5,True,2022,1,2022-01
POL020562,47,C3,4076,5.4,31,203000,Single-Family,171000,2022-01-19,Water Damage,2384.64,True,2022,1,2022-01
POL034321,36,C2,27003,4.1,12,352000,Condo,282000,2022-01-02,Water Damage,13773.71,True,2022,1,2022-01
POL023524,41,C2,27003,1.5,40,366000,Single-Family,295000,2022-01-04,Theft,1831.88,True,2022,1,2022-01
POL016924,42,C8,8794,2.8,26,278000,Single-Family,276000,2022-01-28,Fire (Non-Wildfire),28737.9,True,2022,1,2022-01
POL039214,38,C10,73430,0.7,5,713000,Single-Family,678000,2022-01-20,Theft,1211.41,True,2022,1,2022-01
POL038277,48,C10,73430,2.4,1,710000,Townhouse,687000,2022-01-01,Water Damage,11513.98,True,2022,1,2022-01
POL052045,43,C8,8794,3.4,32,321000,Condo,269000,2022-01-10,Water Damage,8847.45,True,2022,1,2022-01
POL007942,54,C14,7788,6.1,42,192000,Condo,165000,2022-01-01,Liability,15090.7,True,2022,1,2022-01
POL027032,41,C7,6112,0.9,22,460000,Single-Family,448000,2022-01-21,Water Damage,11603.42,True,2022,1,2022-01
POL030596,48,C2,27003,0.4,36,419000,Single-Family,341000,2022-01-09,Liability,15321.7,True,2022,1,2022-01
POL024948,52,C9,17804,3.6,22,193000,Single-Family,183000,2022-01-16,Other,2433.64,True,2022,1,2022-01
POL052113,36,C8,8794,3.9,3,418000,Single-Family,349000,2022-01-08,Theft,2168.64,True,2022,1,2022-01
POL050951,54,C2,27003,9.6,37,461000,Single-Family,432000,2022-01-25,Water Damage,6901.69,True,2022,1,2022-01
POL044644,43,C3,4076,8.7,14,521000,Single-Family,446000,2022-01-12,Liability,16073.32,True,2022,1,2022-01
POL035330,45,C2,27003,8.5,13,517000,Condo,478000,2022-02-06,Theft,1821.01,True,2022,2,2022-02
POL058322,49,C8,8794,11.0,5,440000,Single-Family,434000,2022-02-07,Water Damage,11396.78,True,2022,2,2022-02
POL008584,37,C5,34738,0.5,24,476000,Single-Family,456000,2022-02-19,Wind/Hail,4438.13,True,2022,2,2022-02
POL045470,36,C2,27003,4.4,40,432000,Condo,351000,2022-02-08,Wind/Hail,5654.82,True,2022,2,2022-02
POL038095,35,C2,27003,10.8,38,126000,Single-Family,103000,2022-02-11,Water Damage,9704.04,True,2022,2,2022-02
POL004199,40,C8,8794,0.8,23,470000,Condo,451000,2022-02-02,Fire (Non-Wildfire),27208.09,True,2022,2,2022-02
POL028396,53,C5,34738,0.8,48,387000,Single-Family,373000,2022-02-22,Water Damage,6851.92,True,2022,2,2022-02
POL006887,36,C8,8794,9.8,3,569000,Single-Family,458000,2022-02-14,Water Damage,5770.6,True,2022,2,2022-02
POL005475,40,C7,6112,0.9,16,471000,Single-Family,438000,2022-02-12,Water Damage,7762.12,True,2022,2,2022-02
POL056707,49,C8,8794,11.8,33,471000,Single-Family,410000,2022-02-02,Fire (Non-Wildfire),20568.9,True,2022,2,2022-02
POL000479,48,C13,5410,6.4,28,300000,Condo,298000,2022-02-10,Water Damage,10363.57,True,2022,2,2022-02
POL014812,51,C9,17804,1.8,60,162000,Single-Family,149000,2022-02-21,Wind/Hail,896.08,False,2022,2,2022-02
POL034228,44,C5,34738,2.5,7,469000,Townhouse,426000,2022-02-08,Water Damage,5095.54,True,2022,2,2022-02
POL007479,43,C8,8794,0.8,11,314000,Condo,261000,2022-02-05,Wind/Hail,5259.4,True,2022,2,2022-02
POL049667,37,C8,8794,3.8,22,298000,Condo,242000,2022-02-28,Water Damage,11271.68,True,2022,2,2022-02
POL048344,45,C19,27742,1.2,1,420000,Townhouse,364000,2022-02-11,Liability,12286.23,True,2022,2,2022-02
POL020140,35,C9,17804,1.3,7,168000,Single-Family,139000,2022-02-27,Theft,1243.21,True,2022,2,2022-02
POL025717,54,C8,8794,10.1,42,274000,Single-Family,247000,2022-02-17,Theft,1928.83,True,2022,2,2022-02
POL013873,39,C13,5410,10.3,2,397000,Single-Family,389000,2022-02-15,Theft,3130.04,True,2022,2,2022-02
POL056069,46,C5,34738,0.5,18,307000,Single-Family,278000,2022-02-08,Liability,14376.49,True,2022,2,2022-02
POL055007,38,C15,290,2.7,17,213000,Single-Family,193000,2022-02-24,Theft,2377.79,True,2022,2,2022-02
POL035502,57,C8,8794,2.2,15,329000,Single-Family,314000,2022-02-05,Theft,1236.32,True,2022,2,2022-02
POL022411,44,C5,34738,11.0,20,624000,Condo,536000,2022-02-09,Wind/Hail,9492.32,True,2022,2,2022-02
POL000611,51,C9,17804,11.9,14,265000,Single-Family,243000,2022-02-18,Theft,3298.82,True,2022,2,2022-02
POL026624,43,C8,8794,3.1,12,338000,Townhouse,281000,2022-02-12,Water Damage,2396.32,True,2022,2,2022-02
POL008140,42,C2,27003,2.8,6,484000,Single-Family,413000,2022-02-02,Water Damage,4936.8,True,2022,2,2022-02
POL046307,52,C15,290,7.4,18,175000,Single-Family,158000,2022-02-14,Liability,12333.23,True,2022,2,2022-02
POL024714,40,C8,8794,10.1,36,303000,Condo,276000,2022-02-04,Water Damage,8024.65,True,2022,2,2022-02
POL004157,44,C8,8794,0.1,1,137000,Duplex,112000,2022-02-27,Theft,500.0,False,2022,2,2022-02
POL033098,37,C1,4990,2.8,32,391000,Single-Family,361000,2022-02-23,Wind/Hail,5591.79,True,2022,2,2022-02
POL018309,45,C8,8794,10.8,50,398000,Single-Family,334000,2022-02-24,Wind/Hail,5791.97,True,2022,2,2022-02
POL034157,36,C12,34791,3.3,19,542000,Single-Family,473000,2022-02-10,Water Damage,6761.32,True,2022,2,2022-02
POL021045,46,C19,27742,8.6,36,392000,Single-Family,319000,2022-02-07,Theft,2677.3,True,2022,2,2022-02
POL037639,53,C1,4990,0.0,11,458000,Condo,392000,2022-02-24,Wind/Hail,3960.5,True,2022,2,2022-02
POL054857,41,C15,290,1.0,43,336000,Condo,322000,2022-02-13,Other,996.06,False,2022,2,2022-02
POL031079,38,C2,27003,12.4,49,572000,Single-Family,486000,2022-02-07,Liability,6397.93,True,2022,2,2022-02
POL005953,62,C8,8794,10.6,1,399000,Single-Family,388000,2022-02-15,Other,4323.84,True,2022,2,2022-02
POL038405,43,C2,27003,5.2,29,203000,Single-Family,176000,2022-02-27,Theft,3036.06,True,2022,2,2022-02
POL003600,40,C13,5410,0.3,34,179000,Single-Family,161000,2022-02-16,Water Damage,13100.69,True,2022,2,2022-02
POL033036,45,C8,8794,10.7,13,295000,Single-Family,268000,2022-02-02,Water Damage,7185.69,True,2022,2,2022-02
POL055550,52,C8,8794,1.1,13,180000,Condo,149000,2022-02-01,Theft,3125.89,True,2022,2,2022-02
POL036991,40,C10,73430,6.8,29,498000,Single-Family,432000,2022-02-27,Water Damage,8295.1,True,2022,2,2022-02
POL044886,54,C10,73430,0.5,29,575000,Condo,474000,2022-02-11,Wind/Hail,3074.58,True,2022,2,2022-02
POL023106,35,C9,17804,6.6,10,151000,Townhouse,148000,2022-02-20,Liability,14630.32,True,2022,2,2022-02
POL009863,43,C3,4076,0.8,48,232000,Condo,190000,2022-03-03,Liability,14603.53,True,2022,3,2022-03
POL053389,44,C8,8794,12.4,7,409000,Condo,377000,2022-03-14,Wind/Hail,5937.3,True,2022,3,2022-03
POL009181,36,C2,27003,10.3,22,487000,Townhouse,412000,2022-03-23,Water Damage,9070.34,True,2022,3,2022-03
POL038954,35,C3,4076,5.9,44,341000,Single-Family,298000,2022-03-26,Fire (Non-Wildfire),15670.57,True,2022,3,2022-03
POL010193,44,C5,34738,2.5,28,457000,Single-Family,434000,2022-03-22,Wind/Hail,8041.75,True,2022,3,2022-03
POL052596,36,C8,8794,8.5,20,237000,Single-Family,235000,2022-03-24,Wind/Hail,4582.99,True,2022,3,2022-03
POL020209,48,C12,34791,0.5,34,380000,Condo,356000,2022-03-10,Liability,19397.68,True,2022,3,2022-03
POL028286,39,C8,8794,7.0,53,307000,Condo,300000,2022-03-06,Liability,16956.49,True,2022,3,2022-03
POL054987,41,C8,8794,10.1,14,211000,Condo,189000,2022-03-18,Water Damage,7969.75,True,2022,3,2022-03
POL039092,39,C13,5410,4.3,15,100000,Duplex,97000,2022-03-23,Wind/Hail,7862.81,True,2022,3,2022-03
POL040237,49,C5,34738,5.1,15,571000,Single-Family,484000,2022-03-17,Theft,2430.94,True,2022,3,2022-03
POL011066,41,C14,7788,11.4,34,297000,Single-Family,240000,2022-03-09,Water Damage,10708.81,True,2022,3,2022-03
POL039139,39,C8,8794,10.9,6,193000,Single-Family,157000,2022-03-06,Water Damage,6696.73,True,2022,3,2022-03
POL030631,45,C6,13051,0.1,29,362000,Single-Family,330000,2022-03-05,Liability,10282.78,True,2022,3,2022-03
POL003796,50,C14,7788,3.6,20,328000,Single-Family,289000,2022-03-23,Water Damage,10276.32,True,2022,3,2022-03
POL006134,41,C2,27003,5.8,26,485000,Single-Family,392000,2022-03-12,Fire (Non-Wildfire),25284.16,True,2022,3,2022-03
POL057610,43,C10,73430,0.5,33,739000,Single-Family,595000,2022-03-02,Fire (Non-Wildfire),22743.23,True,2022,3,2022-03
POL006518,49,C5,34738,0.7,26,336000,Single-Family,277000,2022-03-05,Wind/Hail,1756.35,True,2022,3,2022-03
POL018783,37,C8,8794,0.1,20,270000,Duplex,244000,2022-03-21,Wind/Hail,5573.32,True,2022,3,2022-03
POL046809,45,C3,4076,5.1,1,302000,Condo,299000,2022-03-08,Theft,3383.3,True,2022,3,2022-03
POL041698,47,C21,3264,9.9,38,337000,Single-Family,327000,2022-03-16,Other,4408.38,True,2022,3,2022-03
POL003279,48,C8,8794,6.2,18,228000,Single-Family,189000,2022-03-19,Water Damage,2409.32,True,2022,3,2022-03
POL048174,41,C2,27003,1.5,26,629000,Single-Family,505000,2022-03-02,Liability,16553.4,True,2022,3,2022-03
POL022586,39,C7,6112,7.2,37,466000,Single-Family,388000,2022-03-14,Liability,16089.84,True,2022,3,2022-03
POL042618,54,C9,17804,0.4,21,476000,Single-Family,421000,2022-03-12,Water Damage,9184.69,True,2022,3,2022-03
POL001096,45,C8,8794,1.1,11,291000,Single-Family,252000,2022-03-15,Theft,2785.24,True,2022,3,2022-03
POL013194,36,C13,5410,10.7,22,302000,Single-Family,248000,2022-03-09,Theft,3129.54,True,2022,3,2022-03
POL043382,40,C5,34738,1.6,22,464000,Single-Family,406000,2022-03-08,Liability,12355.62,True,2022,3,2022-03
POL010340,36,C8,8794,0.8,26,164000,Single-Family,160000,2022-03-17,Theft,2442.36,True,2022,3,2022-03
POL043649,39,C11,6108,11.9,26,400000,Single-Family,392000,2022-03-04,Water Damage,11429.93,True,2022,3,2022-03
POL000398,35,C8,8794,10.7,32,398000,Townhouse,384000,2022-03-05,Water Damage,14252.18,True,2022,3,2022-03
POL056092,48,C3,4076,5.3,1,233000,Single-Family,215000,2022-03-28,Water Damage,10737.8,True,2022,3,2022-03
POL043516,39,C3,4076,2.1,4,304000,Single-Family,256000,2022-03-18,Theft,835.75,False,2022,3,2022-03
POL056958,40,C8,8794,4.2,50,250000,Single-Family,203000,2022-03-15,Water Damage,8458.25,True,2022,3,2022-03
